"#","Market","Type","Rate","Amount","Total","Timestamp"
"9301606","USNBT/BTC","Buy","0.00046309","0.08881266","0.000041","26/05/2017 12:41:00 AM"
"9301439","USNBT/BTC","Buy","0.00045000","5.00000000","0.002250","26/05/2017 12:38:00 AM"
"9301326","USNBT/BTC","Buy","0.00044847","0.44620383","0.000200","26/05/2017 12:36:00 AM"
"9298999","USNBT/BTC","Buy","0.00041495","0.26180041","0.000109","25/05/2017 11:55:00 PM"
"9292790","USNBT/BTC","Sell","0.00041388","0.20176248","0.000084","25/05/2017 10:10:00 PM"
"9291017","USNBT/BTC","Buy","0.00041322","19.39464552","0.008014","25/05/2017 9:42:00 PM"
"9290499","USNBT/BTC","Sell","0.00041388","19.39464552","0.008027","25/05/2017 9:35:00 PM"
"9286691","USNBT/BTC","Buy","0.00042721","0.18355862","0.000078","25/05/2017 8:41:00 PM"
"9284859","USNBT/BTC","Buy","0.00041400","0.63010326","0.000261","25/05/2017 8:15:00 PM"
"9278319","USNBT/BTC","Buy","0.00042553","100.22358829","0.042648","25/05/2017 6:44:00 PM"
"9278054","USNBT/BTC","Buy","0.00043473","0.78701850","0.000342","25/05/2017 6:40:00 PM"
"9277857","USNBT/BTC","Buy","0.00043011","0.91450267","0.000393","25/05/2017 6:37:00 PM"
"9277136","USNBT/BTC","Buy","0.00043342","0.60682444","0.000263","25/05/2017 6:26:00 PM"
"9276804","USNBT/BTC","Buy","0.00041659","0.46495333","0.000194","25/05/2017 6:22:00 PM"
"9275901","USNBT/BTC","Buy","0.00041235","0.15962756","0.000066","25/05/2017 6:08:00 PM"
"9275673","USNBT/BTC","Buy","0.00040800","0.68888633","0.000281","25/05/2017 6:05:00 PM"
"9274360","USNBT/BTC","Buy","0.00040596","0.10554896","0.000043","25/05/2017 5:47:00 PM"
"9273432","USNBT/BTC","Buy","0.00039501","0.84177287","0.000333","25/05/2017 5:33:00 PM"
"9273058","USNBT/BTC","Buy","0.00038566","1.13816069","0.000439","25/05/2017 5:28:00 PM"
"9273057","USNBT/BTC","Buy","0.00038566","0.41936894","0.000162","25/05/2017 5:28:00 PM"
"9273056","USNBT/BTC","Buy","0.00038371","0.14018723","0.000054","25/05/2017 5:28:00 PM"
"9273055","USNBT/BTC","Buy","0.00038288","0.15094804","0.000058","25/05/2017 5:28:00 PM"
"9268522","USNBT/BTC","Buy","0.00037469","16.94915254","0.006351","25/05/2017 4:22:00 PM"
"9268521","USNBT/BTC","Buy","0.00037458","21.07809991","0.007895","25/05/2017 4:22:00 PM"
"9266101","USNBT/BTC","Sell","0.00037469","0.34475896","0.000129","25/05/2017 3:50:00 PM"
"9264948","USNBT/BTC","Sell","0.00037550","0.11318919","0.000043","25/05/2017 3:36:00 PM"
"9264312","USNBT/BTC","Sell","0.00037920","0.49532776","0.000188","25/05/2017 3:27:00 PM"
"9259355","USNBT/BTC","Buy","0.00038165","0.79821590","0.000305","25/05/2017 2:18:00 PM"
"9257903","USNBT/BTC","Sell","0.00038087","0.62571561","0.000238","25/05/2017 1:56:00 PM"
"9253964","USNBT/BTC","Sell","0.00038903","0.18150069","0.000071","25/05/2017 1:03:00 PM"
"9253924","USNBT/BTC","Sell","0.00038908","0.07936869","0.000031","25/05/2017 1:03:00 PM"
"9253923","USNBT/BTC","Sell","0.00038908","0.19286719","0.000075","25/05/2017 1:03:00 PM"
"9252560","USNBT/BTC","Sell","0.00039173","0.39341841","0.000154","25/05/2017 12:44:00 PM"
"9252133","USNBT/BTC","Sell","0.00039173","0.49071307","0.000192","25/05/2017 12:38:00 PM"
"9251208","USNBT/BTC","Sell","0.00037730","1.48176250","0.000559","25/05/2017 12:25:00 PM"
"9251207","USNBT/BTC","Sell","0.00038907","0.07948740","0.000031","25/05/2017 12:25:00 PM"
"9246976","USNBT/BTC","Sell","0.00037645","1.85947669","0.000700","25/05/2017 11:30:00 AM"
"9246189","USNBT/BTC","Sell","0.00038000","0.63000000","0.000239","25/05/2017 11:20:00 AM"
"9246188","USNBT/BTC","Sell","0.00038001","100.22358829","0.038086","25/05/2017 11:20:00 AM"
"9240551","USNBT/BTC","Sell","0.00039922","0.10455303","0.000042","25/05/2017 10:10:00 AM"
"9237937","USNBT/BTC","Sell","0.00039921","0.11440569","0.000046","25/05/2017 9:34:00 AM"
"9236327","USNBT/BTC","Sell","0.00040097","0.27072266","0.000109","25/05/2017 9:12:00 AM"
"9232062","USNBT/BTC","Sell","0.00039856","18.38940545","0.007329","25/05/2017 8:14:00 AM"
"9231117","USNBT/BTC","Sell","0.00039823","0.55128663","0.000220","25/05/2017 8:01:00 AM"
"9225974","USNBT/BTC","Sell","0.00040574","0.54228474","0.000220","25/05/2017 6:55:00 AM"
"9224488","USNBT/BTC","Sell","0.00040784","0.10108062","0.000041","25/05/2017 6:36:00 AM"
"9222473","USNBT/BTC","Buy","0.00040771","0.50311213","0.000205","25/05/2017 6:09:00 AM"
"9221465","USNBT/BTC","Buy","0.00040808","0.69962357","0.000286","25/05/2017 5:55:00 AM"
"9221421","USNBT/BTC","Buy","0.00040731","0.12011413","0.000049","25/05/2017 5:54:00 AM"
"9220152","USNBT/BTC","Buy","0.00040928","0.52180078","0.000214","25/05/2017 5:34:00 AM"
"9220060","USNBT/BTC","Buy","0.00040876","0.13383493","0.000055","25/05/2017 5:33:00 AM"
"9214231","USNBT/BTC","Buy","0.00039150","8.85179921","0.003465","25/05/2017 4:15:00 AM"
"9214013","USNBT/BTC","Sell","0.00040000","2.50000000","0.001000","25/05/2017 4:12:00 AM"
"9214012","USNBT/BTC","Sell","0.00040001","1.69748750","0.000679","25/05/2017 4:12:00 AM"
"9214011","USNBT/BTC","Sell","0.00040100","250.00000000","0.100250","25/05/2017 4:12:00 AM"
"9214010","USNBT/BTC","Sell","0.00040101","8.85179921","0.003550","25/05/2017 4:12:00 AM"
"9214009","USNBT/BTC","Sell","0.00040101","0.59823519","0.000240","25/05/2017 4:12:00 AM"
"9214008","USNBT/BTC","Sell","0.00040202","0.40205513","0.000162","25/05/2017 4:12:00 AM"
"9214007","USNBT/BTC","Sell","0.00040291","0.07531900","0.000030","25/05/2017 4:12:00 AM"
"9210639","USNBT/BTC","Buy","0.00040146","0.02688562","0.000011","25/05/2017 3:29:00 AM"
"9207783","USNBT/BTC","Sell","0.00040322","0.10085338","0.000041","25/05/2017 2:52:00 AM"
"9207513","USNBT/BTC","Sell","0.00040295","0.72124482","0.000291","25/05/2017 2:49:00 AM"
"9205471","USNBT/BTC","Buy","0.00040365","0.40837258","0.000165","25/05/2017 2:21:00 AM"
"9204454","USNBT/BTC","Sell","0.00041217","0.09259149","0.000038","25/05/2017 2:08:00 AM"
"9198026","USNBT/BTC","Buy","0.00041741","0.18169611","0.000076","25/05/2017 12:45:00 AM"
"9197368","USNBT/BTC","Sell","0.00041852","0.09040997","0.000038","25/05/2017 12:37:00 AM"
"9197058","USNBT/BTC","Sell","0.00041746","0.56638569","0.000236","25/05/2017 12:33:00 AM"
"9195446","USNBT/BTC","Buy","0.00041946","0.25714529","0.000108","25/05/2017 12:14:00 AM"
"9192593","USNBT/BTC","Sell","0.00041617","38.50935225","0.016026","24/05/2017 11:37:00 PM"
"9189853","USNBT/BTC","Buy","0.00040138","0.82493657","0.000331","24/05/2017 11:03:00 PM"
"9182046","USNBT/BTC","Buy","0.00041186","19.76829413","0.008142","24/05/2017 9:28:00 PM"
"9181136","USNBT/BTC","Sell","0.00041305","0.59307930","0.000245","24/05/2017 9:17:00 PM"
"9175858","USNBT/BTC","Buy","0.00040168","7.12859954","0.002863","24/05/2017 8:16:00 PM"
"9171906","USNBT/BTC","Sell","0.00042128","1.16279070","0.000490","24/05/2017 7:29:00 PM"
"9170719","USNBT/BTC","Sell","0.00042148","0.28232376","0.000119","24/05/2017 7:15:00 PM"
"9168998","USNBT/BTC","Buy","0.00042042","44.07583880","0.018530","24/05/2017 6:54:00 PM"
"9162758","USNBT/BTC","Buy","0.00042481","9.40335089","0.003995","24/05/2017 5:47:00 PM"
"9158103","USNBT/BTC","Buy","0.00042739","14844.90647259","6.344565","24/05/2017 4:59:00 PM"
"9151320","USNBT/BTC","Buy","0.00042998","13.99808693","0.006019","24/05/2017 3:53:00 PM"
"9149577","USNBT/BTC","Sell","0.00042846","0.60682444","0.000260","24/05/2017 3:38:00 PM"
"9149508","USNBT/BTC","Buy","0.00042851","141.07727088","0.060453","24/05/2017 3:37:00 PM"
"9132724","USNBT/BTC","Sell","0.00041877","1255.62511762","0.525818","24/05/2017 12:49:00 PM"
"9132723","USNBT/BTC","Sell","0.00041546","20000.00000000","8.309200","24/05/2017 12:49:00 PM"
"9121677","USNBT/BTC","Buy","0.00042089","0.64215988","0.000270","24/05/2017 10:59:00 AM"
"9121174","USNBT/BTC","Buy","0.00042089","0.10600447","0.000045","24/05/2017 10:55:00 AM"
"9120888","USNBT/BTC","Buy","0.00042089","0.27922592","0.000118","24/05/2017 10:51:00 AM"
"9119171","USNBT/BTC","Buy","0.00041899","0.65967924","0.000276","24/05/2017 10:34:00 AM"
"9119170","USNBT/BTC","Buy","0.00041899","0.10769187","0.000045","24/05/2017 10:34:00 AM"
"9119169","USNBT/BTC","Buy","0.00041899","0.27370405","0.000115","24/05/2017 10:34:00 AM"
"9114541","USNBT/BTC","Sell","0.00041900","0.64986558","0.000272","24/05/2017 9:52:00 AM"
"9114391","USNBT/BTC","Sell","0.00041900","0.10601806","0.000044","24/05/2017 9:51:00 AM"
"9113865","USNBT/BTC","Sell","0.00041900","0.28683772","0.000120","24/05/2017 9:46:00 AM"
"9113034","USNBT/BTC","Sell","0.00041979","0.10466129","0.000044","24/05/2017 9:39:00 AM"
"9113033","USNBT/BTC","Sell","0.00041979","0.62415615","0.000262","24/05/2017 9:39:00 AM"
"9113032","USNBT/BTC","Sell","0.00041979","0.25498024","0.000107","24/05/2017 9:39:00 AM"
"9112461","USNBT/BTC","Sell","0.00042069","1.18852362","0.000500","24/05/2017 9:33:00 AM"
"9101488","USNBT/BTC","Sell","0.00042133","4.75740000","0.002004","24/05/2017 8:06:00 AM"
"9080066","USNBT/BTC","Sell","0.00042163","237.17477409","0.100000","24/05/2017 5:41:00 AM"
"9077839","USNBT/BTC","Sell","0.00042040","0.39643606","0.000167","24/05/2017 5:28:00 AM"
"9072644","USNBT/BTC","Sell","0.00042207","0.11258505","0.000048","24/05/2017 4:49:00 AM"
"9068052","USNBT/BTC","Sell","0.00042283","0.31410308","0.000133","24/05/2017 2:59:00 AM"
"9066737","USNBT/BTC","Sell","0.00042660","0.45300687","0.000193","24/05/2017 2:32:00 AM"
"9066369","USNBT/BTC","Sell","0.00042962","5005.45778849","2.150445","24/05/2017 2:24:00 AM"
"9066356","USNBT/BTC","Sell","0.00042622","9999.25577912","4.261883","24/05/2017 2:24:00 AM"
"9066331","USNBT/BTC","Sell","0.00042622","0.08769471","0.000037","24/05/2017 2:23:00 AM"
"9065854","USNBT/BTC","Sell","0.00042622","0.65652617","0.000280","24/05/2017 2:14:00 AM"
"9063740","USNBT/BTC","Sell","0.00042984","0.09562299","0.000041","24/05/2017 1:31:00 AM"
"9061404","USNBT/BTC","Sell","0.00043399","0.31489341","0.000137","24/05/2017 12:47:00 AM"
"9059079","USNBT/BTC","Sell","0.00043572","10000.00000000","4.357200","23/05/2017 11:59:00 PM"
"9056797","USNBT/BTC","Sell","0.00043761","250.00000000","0.109403","23/05/2017 11:17:00 PM"
"9050807","USNBT/BTC","Buy","0.00043727","0.55469075","0.000243","23/05/2017 9:33:00 PM"
"9044486","USNBT/BTC","Sell","0.00043834","0.73898992","0.000324","23/05/2017 7:47:00 PM"
"9044445","USNBT/BTC","Sell","0.00043834","0.13026835","0.000057","23/05/2017 7:46:00 PM"
"9044034","USNBT/BTC","Sell","0.00043838","0.68282993","0.000299","23/05/2017 7:40:00 PM"
"9044033","USNBT/BTC","Sell","0.00043864","0.12175843","0.000053","23/05/2017 7:40:00 PM"
"9028289","USNBT/BTC","Sell","0.00044043","0.11614083","0.000051","23/05/2017 3:50:00 PM"
"9026732","USNBT/BTC","Sell","0.00044272","0.41269203","0.000183","23/05/2017 3:26:00 PM"
"9026666","USNBT/BTC","Sell","0.00044287","0.26257876","0.000116","23/05/2017 3:25:00 PM"
"9026665","USNBT/BTC","Sell","0.00044288","0.10956192","0.000049","23/05/2017 3:25:00 PM"
"9025629","USNBT/BTC","Sell","0.00044490","0.02517047","0.000011","23/05/2017 3:12:00 PM"
"9025111","USNBT/BTC","Sell","0.00044573","0.02612066","0.000012","23/05/2017 3:07:00 PM"
"9020863","USNBT/BTC","Sell","0.00044294","0.04270704","0.000019","23/05/2017 2:09:00 PM"
"9018185","USNBT/BTC","Sell","0.00044277","0.08457423","0.000037","23/05/2017 1:27:00 PM"
"9017369","USNBT/BTC","Sell","0.00044533","0.28334942","0.000126","23/05/2017 1:13:00 PM"
"9016331","USNBT/BTC","Sell","0.00044687","0.21603533","0.000097","23/05/2017 12:53:00 PM"
"9016147","USNBT/BTC","Buy","0.00044509","2.66784849","0.001187","23/05/2017 12:50:00 PM"
"9016089","USNBT/BTC","Buy","0.00044509","0.04140482","0.000018","23/05/2017 12:49:00 PM"
"9015757","USNBT/BTC","Sell","0.00044782","0.03333333","0.000015","23/05/2017 12:43:00 PM"
"9015732","USNBT/BTC","Buy","0.00044604","0.01235695","0.000006","23/05/2017 12:42:00 PM"
"9015706","USNBT/BTC","Sell","0.00044782","0.03333333","0.000015","23/05/2017 12:42:00 PM"
"9015554","USNBT/BTC","Sell","0.00044782","1.33795999","0.000599","23/05/2017 12:40:00 PM"
"9015456","USNBT/BTC","Sell","0.00044782","1.33795999","0.000599","23/05/2017 12:38:00 PM"
"9015326","USNBT/BTC","Sell","0.00044782","1.33795999","0.000599","23/05/2017 12:36:00 PM"
"9015270","USNBT/BTC","Sell","0.00044825","0.33395284","0.000150","23/05/2017 12:35:00 PM"
"9001630","USNBT/BTC","Sell","0.00044885","0.42600934","0.000191","23/05/2017 8:30:00 AM"
"9001629","USNBT/BTC","Sell","0.00044885","0.12412770","0.000056","23/05/2017 8:30:00 AM"
"9001520","USNBT/BTC","Sell","0.00044907","0.13653398","0.000061","23/05/2017 8:29:00 AM"
"9001473","USNBT/BTC","Sell","0.00044907","0.44188926","0.000198","23/05/2017 8:28:00 AM"
"8999639","USNBT/BTC","Buy","0.00044884","0.55076919","0.000247","23/05/2017 7:58:00 AM"
"8999550","USNBT/BTC","Buy","0.00044884","0.14871114","0.000067","23/05/2017 7:57:00 AM"
"8999466","USNBT/BTC","Buy","0.00044687","0.54723252","0.000245","23/05/2017 7:55:00 AM"
"8998809","USNBT/BTC","Buy","0.00044574","0.78225879","0.000349","23/05/2017 7:46:00 AM"
"8998808","USNBT/BTC","Buy","0.00044574","0.18506088","0.000082","23/05/2017 7:46:00 AM"
"8998807","USNBT/BTC","Buy","0.00044574","0.63438771","0.000283","23/05/2017 7:46:00 AM"
"8997548","USNBT/BTC","Sell","0.00044527","0.03772753","0.000017","23/05/2017 7:25:00 AM"
"8996583","USNBT/BTC","Sell","0.00044288","197.21065932","0.087341","23/05/2017 7:10:00 AM"
"8994302","USNBT/BTC","Sell","0.00044575","2.67211175","0.001191","23/05/2017 6:41:00 AM"
"8994276","USNBT/BTC","Sell","0.00044575","10.67211175","0.004757","23/05/2017 6:41:00 AM"
"8990107","USNBT/BTC","Sell","0.00045015","1.29671627","0.000584","23/05/2017 5:39:00 AM"
"8988310","USNBT/BTC","Sell","0.00045228","1.27913552","0.000579","23/05/2017 5:11:00 AM"
"8985255","USNBT/BTC","Sell","0.00045511","2.03048652","0.000924","23/05/2017 4:26:00 AM"
"8985252","USNBT/BTC","Sell","0.00045511","0.61084804","0.000278","23/05/2017 4:26:00 AM"
"8981499","USNBT/BTC","Sell","0.00047323","2.57403273","0.001218","23/05/2017 3:28:00 AM"
"8981498","USNBT/BTC","Sell","0.00047323","0.58810122","0.000278","23/05/2017 3:28:00 AM"
"8981497","USNBT/BTC","Sell","0.00047323","1.97462996","0.000934","23/05/2017 3:28:00 AM"
"8981496","USNBT/BTC","Sell","0.00047324","0.63591876","0.000301","23/05/2017 3:28:00 AM"
"8981495","USNBT/BTC","Sell","0.00047324","21.07809991","0.009975","23/05/2017 3:28:00 AM"
"8963476","USNBT/BTC","Buy","0.00045218","1.20000000","0.000543","22/05/2017 11:27:00 PM"
"8953228","USNBT/BTC","Sell","0.00044768","196.65522249","0.088039","22/05/2017 9:23:00 PM"
"8951242","USNBT/BTC","Sell","0.00043924","0.08539021","0.000038","22/05/2017 8:59:00 PM"
"8951241","USNBT/BTC","Sell","0.00043924","0.47004662","0.000206","22/05/2017 8:59:00 PM"
"8934031","USNBT/BTC","Sell","0.00044059","0.08295187","0.000037","22/05/2017 5:26:00 PM"
"8931435","USNBT/BTC","Buy","0.00043880","0.75322856","0.000331","22/05/2017 4:56:00 PM"
"8931153","USNBT/BTC","Sell","0.00044170","0.10000000","0.000044","22/05/2017 4:53:00 PM"
"8931099","USNBT/BTC","Sell","0.00044170","0.75322856","0.000333","22/05/2017 4:52:00 PM"
"8931092","USNBT/BTC","Sell","0.00044170","0.75322856","0.000333","22/05/2017 4:52:00 PM"
"8929296","USNBT/BTC","Sell","0.00044298","0.43621155","0.000193","22/05/2017 4:34:00 PM"
"8925348","USNBT/BTC","Sell","0.00044487","0.06863943","0.000031","22/05/2017 3:47:00 PM"
"8919202","USNBT/BTC","Sell","0.00044870","0.11507502","0.000052","22/05/2017 2:37:00 PM"
"8918562","USNBT/BTC","Sell","0.00044937","0.12371741","0.000056","22/05/2017 2:29:00 PM"
"8917794","USNBT/BTC","Buy","0.00045115","0.46035814","0.000208","22/05/2017 2:20:00 PM"
"8915213","USNBT/BTC","Sell","0.00045360","1.29628381","0.000588","22/05/2017 1:46:00 PM"
"8913252","USNBT/BTC","Sell","0.00045116","0.18787064","0.000085","22/05/2017 1:23:00 PM"
"8913022","USNBT/BTC","Sell","0.00045116","1.29197168","0.000583","22/05/2017 1:20:00 PM"
"8912900","USNBT/BTC","Sell","0.00045389","0.82772400","0.000376","22/05/2017 1:19:00 PM"
"8911780","USNBT/BTC","Sell","0.00045533","0.88397112","0.000402","22/05/2017 1:04:00 PM"
"8903503","USNBT/BTC","Sell","0.00045693","10000.00000000","4.569300","22/05/2017 11:16:00 AM"
"8902058","USNBT/BTC","Buy","0.00047143","0.41161055","0.000194","22/05/2017 10:58:00 AM"
"8900792","USNBT/BTC","Buy","0.00046414","0.73045011","0.000339","22/05/2017 10:44:00 AM"
"8900699","USNBT/BTC","Buy","0.00046495","0.21077278","0.000098","22/05/2017 10:43:00 AM"
"8898475","USNBT/BTC","Buy","0.00046874","1.01448902","0.000476","22/05/2017 10:14:00 AM"
"8898238","USNBT/BTC","Buy","0.00046496","0.39394269","0.000183","22/05/2017 10:11:00 AM"
"8897590","USNBT/BTC","Buy","0.00046415","0.14273759","0.000066","22/05/2017 10:03:00 AM"
"8894454","USNBT/BTC","Sell","0.00044904","0.54664132","0.000245","22/05/2017 9:26:00 AM"
"8894453","USNBT/BTC","Sell","0.00045040","0.27527237","0.000124","22/05/2017 9:26:00 AM"
"8894452","USNBT/BTC","Sell","0.00045041","0.12670946","0.000057","22/05/2017 9:26:00 AM"
"8892864","USNBT/BTC","Buy","0.00045300","0.11512354","0.000052","22/05/2017 9:05:00 AM"
"8892103","USNBT/BTC","Sell","0.00045040","0.12618932","0.000057","22/05/2017 8:54:00 AM"
"8889947","USNBT/BTC","Sell","0.00045219","0.15445856","0.000070","22/05/2017 8:27:00 AM"
"8889497","USNBT/BTC","Sell","0.00045219","0.30430541","0.000138","22/05/2017 8:20:00 AM"
"8887401","USNBT/BTC","Sell","0.00045552","0.14612758","0.000067","22/05/2017 7:55:00 AM"
"8887172","USNBT/BTC","Sell","0.00045639","0.47388347","0.000216","22/05/2017 7:52:00 AM"
"8883296","USNBT/BTC","Sell","0.00045733","0.32668819","0.000149","22/05/2017 7:06:00 AM"
"8882156","USNBT/BTC","Sell","0.00046349","0.36393528","0.000169","22/05/2017 6:54:00 AM"
"8880133","USNBT/BTC","Buy","0.00046612","23.81173336","0.011099","22/05/2017 6:33:00 AM"
"8878756","USNBT/BTC","Sell","0.00046797","0.10492685","0.000049","22/05/2017 6:19:00 AM"
"8877714","USNBT/BTC","Sell","0.00046683","0.31588028","0.000147","22/05/2017 6:06:00 AM"
"8874721","USNBT/BTC","Sell","0.00047117","0.39895688","0.000188","22/05/2017 5:30:00 AM"
"8870861","USNBT/BTC","Sell","0.00047884","0.32891332","0.000157","22/05/2017 4:40:00 AM"
"8870619","USNBT/BTC","Sell","0.00047797","0.15353964","0.000073","22/05/2017 4:36:00 AM"
"8870488","USNBT/BTC","Sell","0.00048118","0.25660687","0.000123","22/05/2017 4:34:00 AM"
"8869309","USNBT/BTC","Sell","0.00047550","0.13459116","0.000064","22/05/2017 4:20:00 AM"
"8866198","USNBT/BTC","Sell","0.00047948","0.24877181","0.000119","22/05/2017 3:42:00 AM"
"8863879","USNBT/BTC","Sell","0.00049204","12.16979090","0.005988","22/05/2017 3:09:00 AM"
"8861739","USNBT/BTC","Sell","0.00049121","0.83250000","0.000409","22/05/2017 2:42:00 AM"
"8861361","USNBT/BTC","Buy","0.00049257","1.48626297","0.000732","22/05/2017 2:38:00 AM"
"8859811","USNBT/BTC","Sell","0.00049442","1.55159056","0.000767","22/05/2017 2:23:00 AM"
"8859760","USNBT/BTC","Sell","0.00049442","1.55159056","0.000767","22/05/2017 2:22:00 AM"
"8857937","USNBT/BTC","Sell","0.00049712","0.12666667","0.000063","22/05/2017 2:04:00 AM"
"8853049","USNBT/BTC","Buy","0.00049151","12.26049130","0.006026","22/05/2017 1:19:00 AM"
"8845852","USNBT/BTC","Sell","0.00048840","12.26049130","0.005988","21/05/2017 11:55:00 PM"
"8832838","USNBT/BTC","Sell","0.00048718","0.35369600","0.000172","21/05/2017 9:28:00 PM"
"8826879","USNBT/BTC","Sell","0.00048908","4.98047007","0.002436","21/05/2017 7:39:00 PM"
"8818924","USNBT/BTC","Sell","0.00048651","0.35581232","0.000173","21/05/2017 5:32:00 PM"
"8816972","USNBT/BTC","Sell","0.00048737","1.20000000","0.000585","21/05/2017 5:11:00 PM"
"8812540","USNBT/BTC","Buy","0.00048252","0.37336759","0.000180","21/05/2017 4:10:00 PM"
"8809453","USNBT/BTC","Sell","0.00048286","10000.00000000","4.828600","21/05/2017 3:32:00 PM"
"8805057","USNBT/BTC","Buy","0.00048487","1.24372399","0.000603","21/05/2017 2:30:00 PM"
"8802480","USNBT/BTC","Buy","0.00048170","0.26835297","0.000129","21/05/2017 1:57:00 PM"
"8799792","USNBT/BTC","Sell","0.00047525","1200.00000000","0.570300","21/05/2017 1:23:00 PM"
"8794842","USNBT/BTC","Sell","0.00047489","0.33970978","0.000161","21/05/2017 12:23:00 PM"
"8794485","USNBT/BTC","Sell","0.00047618","0.30001525","0.000143","21/05/2017 12:19:00 PM"
"8791818","USNBT/BTC","Sell","0.00047853","0.31957137","0.000153","21/05/2017 11:45:00 AM"
"8791817","USNBT/BTC","Sell","0.00047853","0.27136280","0.000130","21/05/2017 11:45:00 AM"
"8790026","USNBT/BTC","Sell","0.00047690","0.02636875","0.000013","21/05/2017 11:24:00 AM"
"8785959","USNBT/BTC","Sell","0.00048001","103.74867024","0.049800","21/05/2017 10:36:00 AM"
"8785958","USNBT/BTC","Sell","0.00048003","0.04978265","0.000024","21/05/2017 10:36:00 AM"
"8783476","USNBT/BTC","Buy","0.00048157","0.02321451","0.000011","21/05/2017 10:09:00 AM"
"8782015","USNBT/BTC","Buy","0.00048138","0.03067412","0.000015","21/05/2017 9:53:00 AM"
"8755749","USNBT/BTC","Sell","0.00048143","0.24661957","0.000119","21/05/2017 5:35:00 AM"
"8749944","USNBT/BTC","Sell","0.00048343","0.28153380","0.000136","21/05/2017 4:48:00 AM"
"8747844","USNBT/BTC","Sell","0.00048600","0.31950784","0.000155","21/05/2017 4:31:00 AM"
"8728000","USNBT/BTC","Sell","0.00048797","0.18838358","0.000092","20/05/2017 11:56:00 PM"
"8727981","USNBT/BTC","Sell","0.00048839","0.06838565","0.000033","20/05/2017 11:56:00 PM"
"8727980","USNBT/BTC","Sell","0.00048839","0.25450957","0.000124","20/05/2017 11:56:00 PM"
"8727979","USNBT/BTC","Sell","0.00048839","0.18437024","0.000090","20/05/2017 11:56:00 PM"
"8720579","USNBT/BTC","Sell","0.00049184","0.06533872","0.000032","20/05/2017 9:40:00 PM"
"8720297","USNBT/BTC","Sell","0.00049364","0.36418466","0.000180","20/05/2017 9:34:00 PM"
"8720276","USNBT/BTC","Sell","0.00049364","0.37251550","0.000184","20/05/2017 9:34:00 PM"
"8711974","USNBT/BTC","Sell","0.00049654","112.20769420","0.055716","20/05/2017 7:05:00 PM"
"8711799","USNBT/BTC","Sell","0.00049654","0.68518306","0.000340","20/05/2017 7:02:00 PM"
"8710657","USNBT/BTC","Sell","0.00050085","0.05341630","0.000027","20/05/2017 6:41:00 PM"
"8703208","USNBT/BTC","Sell","0.00050268","0.24291611","0.000122","20/05/2017 4:15:00 PM"
"8693991","USNBT/BTC","Buy","0.00050635","0.40822946","0.000207","20/05/2017 1:05:00 PM"
"8691437","USNBT/BTC","Sell","0.00050188","0.03189473","0.000016","20/05/2017 12:09:00 PM"
"8684876","USNBT/BTC","Sell","0.00049890","0.02067186","0.000010","20/05/2017 9:41:00 AM"
"8684833","USNBT/BTC","Sell","0.00049890","1.00000000","0.000499","20/05/2017 9:41:00 AM"
"8684721","USNBT/BTC","Sell","0.00049890","0.01302717","0.000006","20/05/2017 9:38:00 AM"
"8684604","USNBT/BTC","Sell","0.00049877","0.03487915","0.000017","20/05/2017 9:35:00 AM"
"8684468","USNBT/BTC","Sell","0.00049877","0.02929967","0.000015","20/05/2017 9:33:00 AM"
"8684095","USNBT/BTC","Sell","0.00049877","0.02758454","0.000014","20/05/2017 9:26:00 AM"
"8683849","USNBT/BTC","Sell","0.00049877","0.03630834","0.000018","20/05/2017 9:20:00 AM"
"8683655","USNBT/BTC","Sell","0.00049877","0.03835546","0.000019","20/05/2017 9:17:00 AM"
"8683479","USNBT/BTC","Sell","0.00049877","10.02466067","0.005000","20/05/2017 9:13:00 AM"
"8683421","USNBT/BTC","Sell","0.00049877","0.03535892","0.000018","20/05/2017 9:12:00 AM"
"8683343","USNBT/BTC","Sell","0.00049933","0.28340638","0.000142","20/05/2017 9:10:00 AM"
"8683130","USNBT/BTC","Sell","0.00049997","0.03915956","0.000020","20/05/2017 9:06:00 AM"
"8682760","USNBT/BTC","Sell","0.00049885","0.17425411","0.000087","20/05/2017 8:59:00 AM"
"8682422","USNBT/BTC","Sell","0.00049885","0.09972948","0.000050","20/05/2017 8:51:00 AM"
"8682414","USNBT/BTC","Sell","0.00049885","0.09972948","0.000050","20/05/2017 8:50:00 AM"
"8682405","USNBT/BTC","Sell","0.00049885","0.09972948","0.000050","20/05/2017 8:50:00 AM"
"8682341","USNBT/BTC","Sell","0.00049885","0.06013832","0.000030","20/05/2017 8:49:00 AM"
"8682173","USNBT/BTC","Sell","0.00049932","0.29293949","0.000146","20/05/2017 8:46:00 AM"
"8681809","USNBT/BTC","Sell","0.00050028","0.05996642","0.000030","20/05/2017 8:39:00 AM"
"8681793","USNBT/BTC","Sell","0.00050028","0.05996642","0.000030","20/05/2017 8:39:00 AM"
"8671871","USNBT/BTC","Sell","0.00050032","0.44787644","0.000224","20/05/2017 5:12:00 AM"
"8668365","USNBT/BTC","Sell","0.00050103","0.09730116","0.000049","20/05/2017 4:03:00 AM"
"8667147","USNBT/BTC","Sell","0.00049805","0.45482240","0.000227","20/05/2017 3:38:00 AM"
