"#","Market","Type","Rate","Amount","Total","Timestamp"
"5619070","USNBT/BTC","Buy","0.00094019","0.17752832","0.000167","28/03/2017 9:34:00 PM"
"5604420","USNBT/BTC","Buy","0.00092001","19.85894585","0.018270","28/03/2017 12:54:00 PM"
"5593435","USNBT/BTC","Buy","0.00094148","0.00000036","0.000000","28/03/2017 6:46:00 AM"
"5593434","USNBT/BTC","Buy","0.00094147","0.00531085","0.000005","28/03/2017 6:46:00 AM"
"5593433","USNBT/BTC","Buy","0.00094146","0.00531091","0.000005","28/03/2017 6:46:00 AM"
"5592880","USNBT/BTC","Buy","0.00093837","4.99231225","0.004685","28/03/2017 6:24:00 AM"
"5592681","USNBT/BTC","Buy","0.00093837","0.62094941","0.000583","28/03/2017 6:19:00 AM"
"5586855","USNBT/BTC","Sell","0.00099217","7.00302901","0.006948","28/03/2017 2:37:00 AM"
"5582992","USNBT/BTC","Sell","0.00098759","0.49039721","0.000484","28/03/2017 12:18:00 AM"
"5580157","USNBT/BTC","Sell","0.00099036","5.70600957","0.005651","27/03/2017 11:10:00 PM"
"5567770","USNBT/BTC","Sell","0.00100726","2.97583027","0.002997","27/03/2017 3:42:00 PM"
"5566429","USNBT/BTC","Sell","0.00100291","0.09970984","0.000100","27/03/2017 2:51:00 PM"
"5566428","USNBT/BTC","Sell","0.00100292","3.60876149","0.003619","27/03/2017 2:51:00 PM"
"5556913","USNBT/BTC","Sell","0.00103320","4.97219473","0.005137","27/03/2017 9:18:00 AM"
"5556433","USNBT/BTC","Sell","0.00103890","19.10666961","0.019850","27/03/2017 9:04:00 AM"
"5556421","USNBT/BTC","Sell","0.00103890","19.10674607","0.019850","27/03/2017 9:04:00 AM"
"5556414","USNBT/BTC","Sell","0.00103890","19.13714823","0.019882","27/03/2017 9:04:00 AM"
"5556408","USNBT/BTC","Sell","0.00103890","19.13717374","0.019882","27/03/2017 9:04:00 AM"
"5556394","USNBT/BTC","Sell","0.00103890","19.16196421","0.019907","27/03/2017 9:03:00 AM"
"5532896","USNBT/BTC","Sell","0.00103061","0.01699200","0.000018","26/03/2017 5:50:00 PM"
"5528186","USNBT/BTC","Sell","0.00103936","0.38945315","0.000405","26/03/2017 3:19:00 PM"
"5527235","USNBT/BTC","Sell","0.00102960","0.97125097","0.001000","26/03/2017 2:49:00 PM"
"5527223","USNBT/BTC","Sell","0.00102960","0.97125097","0.001000","26/03/2017 2:48:00 PM"
"5523594","USNBT/BTC","Sell","0.00105323","0.94946023","0.001000","26/03/2017 12:43:00 PM"
"5521359","USNBT/BTC","Sell","0.00105887","2.00048632","0.002118","26/03/2017 11:32:00 AM"
"5521278","USNBT/BTC","Sell","0.00106128","0.99952168","0.001061","26/03/2017 11:28:00 AM"
"5521216","USNBT/BTC","Sell","0.00106359","2.00000800","0.002127","26/03/2017 11:25:00 AM"
"5519468","USNBT/BTC","Sell","0.00106547","6.50807759","0.006934","26/03/2017 10:26:00 AM"
"5514794","USNBT/BTC","Sell","0.00106064","13.26203502","0.014066","26/03/2017 7:47:00 AM"
"5514782","USNBT/BTC","Sell","0.00106064","13.26208806","0.014066","26/03/2017 7:47:00 AM"
"5514769","USNBT/BTC","Sell","0.00106064","13.36400706","0.014174","26/03/2017 7:46:00 AM"
"5514662","USNBT/BTC","Sell","0.00106064","17.93273049","0.019020","26/03/2017 7:42:00 AM"
"5514657","USNBT/BTC","Sell","0.00106064","17.93280225","0.019020","26/03/2017 7:42:00 AM"
"5514652","USNBT/BTC","Sell","0.00106064","17.93283812","0.019020","26/03/2017 7:42:00 AM"
"5504841","USNBT/BTC","Buy","0.00100624","0.30527926","0.000307","26/03/2017 2:10:00 AM"
"5492916","USNBT/BTC","Sell","0.00108525","16.66658112","0.018087","25/03/2017 6:42:00 PM"
"5492912","USNBT/BTC","Sell","0.00108525","16.66664778","0.018087","25/03/2017 6:42:00 PM"
"5492901","USNBT/BTC","Sell","0.00108525","16.66668111","0.018088","25/03/2017 6:42:00 PM"
"5492893","USNBT/BTC","Sell","0.00108525","16.66670333","0.018088","25/03/2017 6:42:00 PM"
"5492888","USNBT/BTC","Sell","0.00108525","16.66672000","0.018088","25/03/2017 6:42:00 PM"
"5492883","USNBT/BTC","Sell","0.00108525","16.66673333","0.018088","25/03/2017 6:42:00 PM"
"5492759","USNBT/BTC","Sell","0.00108525","2.00000800","0.002171","25/03/2017 6:39:00 PM"
"5488671","USNBT/BTC","Sell","0.00110207","4.00053112","0.004409","25/03/2017 4:53:00 PM"
"5488430","USNBT/BTC","Sell","0.00110706","0.17126608","0.000190","25/03/2017 4:46:00 PM"
"5486914","USNBT/BTC","Sell","0.00110039","0.17230421","0.000190","25/03/2017 4:05:00 PM"
"5486834","USNBT/BTC","Sell","0.00110039","0.10066193","0.000111","25/03/2017 4:02:00 PM"
"5486536","USNBT/BTC","Sell","0.00109968","0.07126608","0.000078","25/03/2017 3:51:00 PM"
"5486094","USNBT/BTC","Sell","0.00109911","0.17159695","0.000189","25/03/2017 3:44:00 PM"
"5483979","USNBT/BTC","Sell","0.00109309","0.18440996","0.000202","25/03/2017 2:47:00 PM"
"5467552","USNBT/BTC","Buy","0.00107428","2.16596720","0.002327","25/03/2017 6:45:00 AM"
"5465459","USNBT/BTC","Buy","0.00096109","0.33808084","0.000325","25/03/2017 4:45:00 AM"
"5453292","USNBT/BTC","Buy","0.00099174","0.55548158","0.000551","24/03/2017 6:15:00 PM"
"5446959","USNBT/BTC","Buy","0.00098006","14.46711318","0.014179","24/03/2017 2:52:00 PM"
"5446947","USNBT/BTC","Buy","0.00098006","14.56520848","0.014275","24/03/2017 2:51:00 PM"
"5446939","USNBT/BTC","Buy","0.00098006","14.88918620","0.014592","24/03/2017 2:51:00 PM"
"5446932","USNBT/BTC","Buy","0.00098006","15.17361075","0.014871","24/03/2017 2:51:00 PM"
"5446915","USNBT/BTC","Buy","0.00098006","15.36759423","0.015061","24/03/2017 2:51:00 PM"
"5442521","USNBT/BTC","Sell","0.00104892","18.13118326","0.019018","24/03/2017 1:11:00 PM"
"5442505","USNBT/BTC","Sell","0.00104892","18.13125579","0.019018","24/03/2017 1:11:00 PM"
"5442499","USNBT/BTC","Sell","0.00104892","18.13129206","0.019018","24/03/2017 1:10:00 PM"
"5442492","USNBT/BTC","Sell","0.00104892","18.13131623","0.019018","24/03/2017 1:10:00 PM"
"5442481","USNBT/BTC","Sell","0.00104892","18.13133436","0.019018","24/03/2017 1:10:00 PM"
"5442471","USNBT/BTC","Sell","0.00104892","18.13134887","0.019018","24/03/2017 1:10:00 PM"
"5442457","USNBT/BTC","Sell","0.00104892","18.13136095","0.019018","24/03/2017 1:09:00 PM"
"5442375","USNBT/BTC","Sell","0.00104689","0.47760510","0.000500","24/03/2017 1:07:00 PM"
"5442361","USNBT/BTC","Sell","0.00104689","0.47760510","0.000500","24/03/2017 1:07:00 PM"
"5438004","USNBT/BTC","Sell","0.00101683","3.30589889","0.003362","24/03/2017 10:49:00 AM"
"5433629","USNBT/BTC","Sell","0.00101633","12.82388598","0.013033","24/03/2017 9:20:00 AM"
"5433622","USNBT/BTC","Sell","0.00101633","12.82393728","0.013033","24/03/2017 9:20:00 AM"
"5433548","USNBT/BTC","Sell","0.00101401","2.53021374","0.002566","24/03/2017 9:19:00 AM"
"5433510","USNBT/BTC","Sell","0.00101401","2.48264698","0.002517","24/03/2017 9:18:00 AM"
"5433473","USNBT/BTC","Sell","0.00101401","2.43574229","0.002470","24/03/2017 9:18:00 AM"
"5433342","USNBT/BTC","Sell","0.00101222","1.29950968","0.001315","24/03/2017 9:15:00 AM"
"5424711","USNBT/BTC","Buy","0.00096671","0.07276253","0.000070","24/03/2017 5:39:00 AM"
"5418276","USNBT/BTC","Sell","0.00101163","0.49425185","0.000500","24/03/2017 2:24:00 AM"
"5418267","USNBT/BTC","Sell","0.00101163","0.49425185","0.000500","24/03/2017 2:24:00 AM"
"5418255","USNBT/BTC","Sell","0.00101163","0.49425185","0.000500","24/03/2017 2:24:00 AM"
"5418245","USNBT/BTC","Sell","0.00101163","0.49425185","0.000500","24/03/2017 2:24:00 AM"
"5410476","USNBT/BTC","Sell","0.00099429","0.50287140","0.000500","23/03/2017 10:57:00 PM"
"5410466","USNBT/BTC","Sell","0.00099429","0.50287140","0.000500","23/03/2017 10:57:00 PM"
"5410457","USNBT/BTC","Sell","0.00099429","0.50287140","0.000500","23/03/2017 10:56:00 PM"
"5410448","USNBT/BTC","Sell","0.00099429","0.50287140","0.000500","23/03/2017 10:56:00 PM"
"5366018","USNBT/BTC","Sell","0.00100924","19.49075139","0.019671","22/03/2017 6:06:00 PM"
"5366009","USNBT/BTC","Sell","0.00100924","19.49082935","0.019671","22/03/2017 6:06:00 PM"
"5366005","USNBT/BTC","Sell","0.00100924","19.49086834","0.019671","22/03/2017 6:06:00 PM"
"5366001","USNBT/BTC","Sell","0.00100924","19.49089433","0.019671","22/03/2017 6:06:00 PM"
"5365997","USNBT/BTC","Sell","0.00100924","19.49091382","0.019671","22/03/2017 6:06:00 PM"
"5365987","USNBT/BTC","Sell","0.00100924","8.68455523","0.008765","22/03/2017 6:05:00 PM"
"5356165","USNBT/BTC","Buy","0.00092369","58.40446584","0.053948","22/03/2017 12:23:00 PM"
